,Date,Country,City,Killed,Injured,Description
1989,8/22/2004,Iraq,Baqubah,2,4,Fedayeen suicide bomber attempts a political assassination.  Two guards are killed.
1990,8/23/2004,Algeria,Boumerdes,7,13,"Seven security force members are killed in an ambush by Islamic fundamentalists, who lured them by setting fire to a children's center.  Several children were injured."
1991,8/23/2004,Yemen,Saada,11,0,Eleven Yemeni soldiers are killed in an ambush by followers of a radical Shiite cleric in that country.
1992,8/24/2004,Iraq,Baghdad,5,15,'Holy Warrior' suicide bombers kill themselves and five others in twin blasts.  More than a dozen Iraqi civilians are injured.
1993,8/24/2004,India,Safarwaw Gund,4,0,"Four civilians are gunned down by the Mujahideen, two at a picnic spot and two others in Pulwama, after abducting them from their homes."
1994,8/24/2004,Russia,Moscow,89,0,"Militant Muslims hijack two Russian passenger airliners, then murder all eighty-nine people, including women and children on board the two planes.  The terrorist group Islambouli Brigade claims responsibility."
1995,8/24/2004,India,Kara,2,0,"In a heinous attack, a Muslim ""freedom fighter"" hurls a grenade at two children in a remote village, killing the 3-year-old girl and her 5-year-old brother."
1996,8/25/2004,Thailand,Narathiwat,1,30,"Muslim separatists bomb a food market, killing one and injuring at least thirty others."
1997,8/26/2004,Algeria,Zemmouri,1,2,"Two members of the Salafist Group for Preaching and Combat sneak up to two guards at a beach.  They shoot one to death and severely injure another, along with a female bather."
1998,8/26/2004,Sudan,Yassin,64,156,"Arab militia, supported by the Islamic government, burn down an African village and kill sixty-four civilians.  Some one-hundred and fifty-six others survive with injuries."
1999,8/26/2004,Iraq,Kufa,75,376,Clashes between supporters of rival Shiite clerics results in at least seventy-five deaths and more than three-hundred injuries.
2000,8/26/2004,Iraq,Mosul,1,0,A Christian man is murdered by Muslim terrorists.
2001,8/27/2004,Dagestan,Khasavyurt,2,0,"Two civilians, including a child, are killed in a bombing attack."
2002,8/27/2004,Iraq,Najaf,1,0,"In a crime so barbaric that even al-Jazeera declined to air the video, an Italian journalist, pacifist, and father of two is taken hostage and murdered by an Islamic group."
2003,8/28/2004,Afghanistan,Zormat,10,15,A bomb planted by the Taliban at a school kills nine children and one adult.  Fifteen other youngsters were injured in the attack.
2004,8/29/2004,Afghanistan,Kabul,9,24,"The Taliban kill at least nine people, including one child with a remote-controlled truck bomb on a busy street in the capitol city."
2005,8/29/2004,Iraq,Baqubah,6,11,Six police officers manning a checkpoint are gunned down by Islamic terrorists in two minibuses.
2006,8/30/2004,Pakistan,Qalat,3,10,Three are killed and ten injured by a bomb planted near a food stand.
2007,8/31/2004,Iraq,Bartella,3,0,Three young Christian women are slaughtered by Islamic extremists in a small Iraqi village.
2008,8/31/2004,India,Pulwama,1,26,"Muslim militant hurls a grenade into a road, killing a school teacher and injuring twenty-six other people."
2009,8/31/2004,Israel,Be'er Sheva,16,98,"Hamas (Islamic Resistance) suicide bombers murder sixteen people, including a 3-year-old child riding two passenger buses.  About one-hundred others are injured in the explosions."
2010,8/31/2004,Russia,Moscow,11,51,A female suicide bomber kills eleven rush-hour commuters at a subway station in Moscow.  Fifty-one others are injured.
2011,8/31/2004,Iraq,Baghdad,12,0,An Islamist group called Jaish Ansar al-Sunna slowly beheads a Nepali hostage while eleven other hostages are shot through the back of the head in front of a Qur'anic banner.
2012,9/1/2004,Russia,Beslan,16,14,"At least sixteen people are killed as Mujahideen terrorists invade a school, taking more than a hundred children hostage.  Children are made to stand in windows with suicide bombers behind them."
2013,9/1/2004,Iraq,Baghdad,1,0,A 43-year-old Christian man is killed by Jihadists just after leaving a hospital where he was treated for injuries following an earlier attack.
2014,9/2/2004,Iraq,al-Mayasa,2,0,"Islamic terrorists gun down two Christian brothers, known for advocating the rights of minorities."
2015,9/2/2004,India,Barhi Draman,1,3,Mujahideen kill a young boy and injure three members of his family for their refusal to send the boy to a terrorist training camp.
2016,9/2/2004,Iraq,Baghdad,3,0,"The Tawhid wal Jihad (Unity and Holy War ) Islamic group forces three Turkish hostages to kneel before a video camera, then shoots each in the chest."
2017,9/3/2004,Russia,Beslan,344,600,"Islamic militants shoot fleeing children in the back, then blow them up, along with their mothers and teachers with nail-packed bombs.  Others are crushed or burned to death from the effects of the bombs.  More than three-hundred  innocents slaughtered."
2018,9/3/2004,Afghanistan,Kandahar,2,4,"Two people, including a teenager are killed by a bomb, placed by the Taliban under a truck."
2019,9/3/2004,Thailand,Yala,1,2,Islamists shoot and kill a hospital employee in a drive-by.
2020,9/4/2004,Iraq,Kirkuk,15,41,Fedayeen suicide bomber kills at least fifteen people and injures another forty with a car bomb.
2021,9/5/2004,Saudi Arabia,Buraida,3,0,Islamic extremists walk up to a police car and shoot three officers to death.
2022,9/6/2004,Iraq,Fallujah,10,6,Seven U.S. Marines and three Iraqis are killed by a Fedayeen ('Holy Warrior') suicide car bomber who plowed right into their convoy.
2023,9/8/2004,Iraq,Baghdad,3,2,Three Iraqis are killed by a roadside bomb.
2024,9/9/2004,Indonesia,Jakarta,9,173,At least nine are killed when the Jemaah Islamiyah terrorist group detonates a suicide car bomb outside the Australian embassy in a business district.  More than one-hundred and seventy others are treated for injuries.
2025,9/9/2004,India,Futlipora,1,0,"Suspected Harkat-ul-Jehadi-e-Islami members abduct a 52-year-old man from his orchard, then march him to the top of a nearby hill where he is executed."
2026,9/9/2004,Pakistan,Somyani,2,1,"Two are killed, and one injured when militants bomb a State-run space research center."
2027,9/10/2004,Pakistan,Quetta,1,0,Two Sunni gunmen on a motorcycle kill a prominent Shiite academic as he is driving home.
2028,9/11/2004,India,Srinagar,3,7,Suicide attack on a heavily-guarded tourist hotel leaves three security personnel dead and seven others injured.
2029,9/11/2004,India,Kupwara,1,20,"Mujahideen militants toss a grenade into a crowded marketplace, killing one civilian and injuring twenty others."
2030,9/12/2004,Iraq,Hilla,3,3,"In a senseless attack, terrorists kill three Polish sappers who were working to clear the country of landmines."
2031,9/13/2004,Pakistan,Gilgit,2,0,"Two people, including a seminary teacher are killed in Muslim sectarian violence."
2032,9/13/2004,Iraq,Baghdad,1,2,"Group ""Unification and Jihad"" beheads a Turkish truck driver in front of a video camera.  Elsewhere, two Italian women are taken hostage."
2033,9/13/2004,India,Kalmund-Bachana,3,0,"Lashker-e-Toiba members, invade a house, torture three family members with sharp instruments, then shoot them to death."
2034,9/14/2004,Iraq,Baghdad,2,0,Two Canadian (Arab) Christians are chased by a mob of Muslims and beaten to death.
2035,9/14/2004,Iraq,Baghdad,47,114,A Fedayeen suicide bomber fervently practices his religion by killing himself and forty-seven others in a car bombing on a busy street next to a line of police recruit hopefuls.  Over one-hundred others are injured in the attack.
2036,9/14/2004,Iraq,Baqubah,12,3,"Sunni insurgents spray a police van, carrying officers and civilians, with automatic weapons, killing twelve and injuring three."
2037,9/15/2004,Iraq,Kirkuk,4,13,Two Iraqi workers are ambushed and shot to death in Kirkuk.  A car bombing in Baghdad kills two and injures ten.  Three Western civilians there are also kidnapped.
2038,9/15/2004,Saudi Arabia,Riyadh,1,0,British man gunned down by terrorists in the parking lot of a shopping center.
2039,9/15/2004,Iraq,Al Dijail,3,0,"The headless bodies of three people, two of who were Assyrian Christians, are found in a field with Qur'anic inscriptions carved into them."
2040,9/16/2004,Algeria,Tebessa,4,0,Islamic fundamentalist plant a bomb that kills four village guards.
2041,9/17/2004,Thailand,Pattani,1,0,A Buddhist judge is shot to death by Muslim gunmen after dropping his children off at school.
2042,9/17/2004,Iraq,Baghdad,8,41,Fedayeen suicide bomber murders eight people in a shopping district.  Forty-one others survive with injuries.
2043,9/18/2004,Thailand,Pattani,1,0,A cleric is gunned down by Muslim radicals.
2044,9/18/2004,Bangladesh,Jamalpur,1,0,A Christian convert from Islam has his throat slashed by Muslim fundamentalists.
2045,9/18/2004,Iraq,Kirkuk,19,39,Nineteen people waiting in line for jobs are blown to bits by a Fedayeen suicide car bomber.
2046,9/18/2004,Iraq,Mosul,5,4,"Gunmen pull beside two cars carrying oil executives.  Five are shot to death, four wounded."
2047,9/18/2004,Algeria,Kalous,4,1,Armed Islamic extremists set up a fake road block on a remote road.  They shoot to death four people that stop there and also abduct a woman.
2048,9/19/2004,Iraq,Samarrah,6,7,"Three young Kurdish party members are captured by 'Ansar al-Sunna' terrorists and beheaded.  Elsewhere, a suicide car bombing kills three."
2049,9/20/2004,Nigeria,Bama,10,0,"Armed Nigerian militants, shouting 'Allahu Akbar' invade two towns and kill ten people, including seven civilians."
2050,9/20/2004,Afghanistan,Zabul,3,0,Taliban militants stop a taxi carrying three unarmed Afghan soldiers (out of uniform).  They pull them out of the car and behead all three on the side of the road.
2051,9/21/2004,Iraq,Baghdad,2,0,Two American civilians are beheaded on videotape by an al-Qaeda group called 'Jihad and Unification.'
2052,9/21/2004,Pakistan,Ratta Kalachi,3,1,Three members of a Shia family are slaughtered in a sectarian attack.  One young girl survived with injuries.
2053,9/22/2004,Iraq,Baghdad,6,54,Six people are murdered by an Islamic suicide bomber outside a photocopy shop.  Nearly sixty others are admitted to the hospital.
2054,9/23/2004,Chechnya,Katyr-Yurt,1,0,A government employee is killed by Islamic terrorists.
2055,9/23/2004,Chechnya,Mairtup,2,0,Two people are killed in a Mujahideen automatic-weapons attack on their vehicle.
2056,9/23/2004,Israel,Morog,3,1,"Palestinian gunmen attempt to infiltrate a Jewish settlement.  They are stopped by Israeli troops, but manage to kill three."
2057,9/24/2004,Iraq,Baghdad,3,20,"Jihad militants mortar bomb a city street, killing three civilians and injuring fourteen.  Elsewhere, six Egyptian mobile-phone company workers are kidnapped."
2058,9/24/2004,Israel,Neve Dekalim,1,0,"Palestinians fire a mortar into a Jewish residential neighborhood, killing a 22-year-old woman."
2059,9/25/2004,Afghanistan,Helmand,9,0,Nine Afghan soldiers are killed by Taliban militants who ambush their SUV convoy.
2060,9/25/2004,Saudi Arabia,Jedda,1,0,Islamists shoot a French resident to death as he is walking to his car in a supermarket parking lot.
2061,9/25/2004,Pakistan,Quetta,3,3,"Lashkar-e-Jhangvi radicals ambush a policeman near his home, killing him and two others."
2062,9/25/2004,India,Anantnag,1,5,Victim of the 9/22 grenade attack - a man waiting for a bus - succumbs to his injuries.
2063,9/25/2004,Chechnya,Alleroi,0,2,"Heavily-armed Mujahideen attack a village, burning residences and badly injuring an 8-year-old girl and at least one other."
2064,9/25/2004,Iraq,Baghdad,6,0,"In a tragic and senseless attack, Islamic insurgents kill murder six young men in a minivan who had just signed up as police recruits."
2065,9/25/2004,Chechnya,Grozny,4,0,Four Russian police are killed at a traffic stop by Jihad terrorists.
2066,9/26/2004,Thailand,Yala,1,9,"Islamic separatists kill the owner of a fruit orchard.  Elsewhere, a grenade attack leaves nine injured."
2067,9/26/2004,Afghanistan,Charchino,1,3,A local official is killed and three other people injured when the Taliban attacks their vehicle in a remote area.
2068,9/27/2004,Chechnya,Grozny,1,1,A judge is gunned down by Jihadis.
2069,9/27/2004,Pakistan,Sarokai,3,6,al-Qaeda militants use an IED to kill three Pakistani soldiers riding in a convoy.
2070,9/27/2004,Iraq,Fallujah,7,7,"Two explosions, at least one a Fedayeen suicide bombing, is responsible for the deaths of seven Iraqi Guardsmen in Fallujah and Mosul."
2071,9/27/2004,Thailand,Pattani,2,0,Muslims use motorbikes to stage two shooting attacks that leave a government official and one police officer dead.
2072,9/28/2004,Philippines,Lamitan,2,0,Abu Sayyaf terrorists shoot two policemen to death as they ride by on a motorcycle.
2073,9/28/2004,Iraq,Basra,2,0,"Shia gunmen prevent the rescue of two injured British soldiers, who later die from wounds suffered in a terrorist ambush."
2074,9/28/2004,Algeria,Ain Defla,6,0,Islamic fundamentalists slaughter six civilian village defense force volunteers.
2075,9/28/2004,Chechnya,Grozny,1,4,"Islamic gunmen ambush a police vehicle, killing one officer."
2076,9/29/2004,Philippines,Cotabato,1,3,Islamic militants are thought responsible for a grenade attack on a residential area that kills a child.
